Dataset,Method,Scenario,Sensitive_Features_Used,Run,IDI_Ratio,Time_Seconds
CREDIT,GA+Local Search,Single,MARRIAGE,27,0.246,36.83698892593384
CREDIT,GA+Local Search,Single,MARRIAGE,28,0.255,37.33866310119629
CREDIT,GA+Local Search,Single,MARRIAGE,29,0.241,36.06126809120178
CREDIT,GA+Local Search,Single,MARRIAGE,30,0.284,34.56316113471985
CRIME,Random Search,Combined,"Black, FemalePctDiv",1,0.0,61.5484299659729
CRIME,Random Search,Combined,"Black, FemalePctDiv",2,0.0,62.74665284156799
CRIME,Random Search,Combined,"Black, FemalePctDiv",3,0.0,62.49649620056152
CRIME,Random Search,Combined,"Black, FemalePctDiv",4,0.0,61.88500237464905
CRIME,Random Search,Combined,"Black, FemalePctDiv",5,0.0,61.98684287071228
CRIME,Random Search,Combined,"Black, FemalePctDiv",6,0.0,62.58155798912048
CRIME,Random Search,Combined,"Black, FemalePctDiv",7,0.0,61.71494507789612
CRIME,Random Search,Combined,"Black, FemalePctDiv",8,0.0,61.90332579612732
CRIME,Random Search,Combined,"Black, FemalePctDiv",9,0.0,62.47229313850403
CRIME,Random Search,Combined,"Black, FemalePctDiv",10,0.0,63.055893659591675
CRIME,Random Search,Combined,"Black, FemalePctDiv",11,0.0,62.882184982299805
CRIME,Random Search,Combined,"Black, FemalePctDiv",12,0.0,62.51815986633301
CRIME,Random Search,Combined,"Black, FemalePctDiv",13,0.0,62.93770098686218
CRIME,Random Search,Combined,"Black, FemalePctDiv",14,0.0,63.9176549911499
CRIME,Random Search,Combined,"Black, FemalePctDiv",15,0.0,62.97579789161682
CRIME,Random Search,Combined,"Black, FemalePctDiv",16,0.0,63.098905086517334
CRIME,Random Search,Combined,"Black, FemalePctDiv",17,0.0,63.2860426902771
CRIME,Random Search,Combined,"Black, FemalePctDiv",18,0.0,62.89594483375549
CRIME,Random Search,Combined,"Black, FemalePctDiv",19,0.0,66.84990811347961
CRIME,Random Search,Combined,"Black, FemalePctDiv",20,0.0,64.08750367164612
CRIME,Random Search,Combined,"Black, FemalePctDiv",21,0.0,64.47596621513367
CRIME,Random Search,Combined,"Black, FemalePctDiv",22,0.0,63.32805871963501
CRIME,Random Search,Combined,"Black, FemalePctDiv",23,0.0,63.75845503807068
CRIME,Random Search,Combined,"Black, FemalePctDiv",24,0.0,63.684033155441284
CRIME,Random Search,Combined,"Black, FemalePctDiv",25,0.0,63.3914680480957
CRIME,Random Search,Combined,"Black, FemalePctDiv",26,0.0,64.08429789543152
CRIME,Random Search,Combined,"Black, FemalePctDiv",27,0.0,65.14297771453857
CRIME,Random Search,Combined,"Black, FemalePctDiv",28,0.0,65.2484917640686
CRIME,Random Search,Combined,"Black, FemalePctDiv",29,0.0,65.77896881103516
CRIME,Random Search,Combined,"Black, FemalePctDiv",30,0.0,64.34536981582642
CRIME,GA+Local Search,Combined,"Black, FemalePctDiv",1,0.0,64.41535997390747
CRIME,GA+Local Search,Combined,"Black, FemalePctDiv",2,0.0,64.1557309627533
CRIME,GA+Local Search,Combined,"Black, FemalePctDiv",3,0.0,63.98084568977356
CRIME,GA+Local Search,Combined,"Black, FemalePctDiv",4,0.0,64.05272483825684
CRIME,GA+Local Search,Combined,"Black, FemalePctDiv",5,0.0,64.19532608985901
CRIME,GA+Local Search,Combined,"Black, FemalePctDiv",6,0.0,63.888087034225464
CRIME,GA+Local Search,Combined,"Black, FemalePctDiv",7,0.0,64.41236186027527
CRIME,GA+Local Search,Combined,"Black, FemalePctDiv",8,0.0,64.78521823883057
CRIME,GA+Local Search,Combined,"Black, FemalePctDiv",9,0.0,64.66501927375793
CRIME,GA+Local Search,Combined,"Black, FemalePctDiv",10,0.0,65.08714699745178
CRIME,GA+Local Search,Combined,"Black, FemalePctDiv",11,0.0,64.27551984786987
CRIME,GA+Local Search,Combined,"Black, FemalePctDiv",12,0.0,65.71812391281128
CRIME,GA+Local Search,Combined,"Black, FemalePctDiv",13,0.0,63.06196308135986
CRIME,GA+Local Search,Combined,"Black, FemalePctDiv",14,0.0,63.47545790672302
CRIME,GA+Local Search,Combined,"Black, FemalePctDiv",15,0.0,63.694661140441895
CRIME,GA+Local Search,Combined,"Black, FemalePctDiv",16,0.0,63.161558866500854
CRIME,GA+Local Search,Combined,"Black, FemalePctDiv",17,0.0,63.52031922340393
CRIME,GA+Local Search,Combined,"Black, FemalePctDiv",18,0.0,64.3810818195343
CRIME,GA+Local Search,Combined,"Black, FemalePctDiv",19,0.0,64.76759004592896
CRIME,GA+Local Search,Combined,"Black, FemalePctDiv",20,0.0,65.20587801933289
CRIME,GA+Local Search,Combined,"Black, FemalePctDiv",21,0.0,64.74410271644592
CRIME,GA+Local Search,Combined,"Black, FemalePctDiv",22,0.0,64.74579811096191
CRIME,GA+Local Search,Combined,"Black, FemalePctDiv",23,0.0,65.25631618499756
CRIME,GA+Local Search,Combined,"Black, FemalePctDiv",24,0.0,64.52168798446655
CRIME,GA+Local Search,Combined,"Black, FemalePctDiv",25,0.0,64.54626297950745
CRIME,GA+Local Search,Combined,"Black, FemalePctDiv",26,0.0,64.6995210647583
CRIME,GA+Local Search,Combined,"Black, FemalePctDiv",27,0.0,63.53218388557434
CRIME,GA+Local Search,Combined,"Black, FemalePctDiv",28,0.0,63.7481791973114
CRIME,GA+Local Search,Combined,"Black, FemalePctDiv",29,0.0,63.5847270488739
CRIME,GA+Local Search,Combined,"Black, FemalePctDiv",30,0.0,63.798076152801514
CRIME,Random Search,Single,Black,1,0.0,67.80104112625122
CRIME,Random Search,Single,Black,2,0.0,65.11353182792664
CRIME,Random Search,Single,Black,3,0.0,64.83003616333008
CRIME,Random Search,Single,Black,4,0.0,65.84214973449707
CRIME,Random Search,Single,Black,5,0.0,65.99704384803772
CRIME,Random Search,Single,Black,6,0.0,65.3216450214386
CRIME,Random Search,Single,Black,7,0.0,65.67430281639099
CRIME,Random Search,Single,Black,8,0.0,65.56083512306213
CRIME,Random Search,Single,Black,9,0.0,65.67418074607849
CRIME,Random Search,Single,Black,10,0.0,65.64504194259644
CRIME,Random Search,Single,Black,11,0.0,66.04453206062317
CRIME,Random Search,Single,Black,12,0.0,65.67519021034241
CRIME,Random Search,Single,Black,13,0.0,65.72377109527588
CRIME,Random Search,Single,Black,14,0.0,66.55402374267578
CRIME,Random Search,Single,Black,15,0.0,65.67954111099243
CRIME,Random Search,Single,Black,16,0.0,65.4865369796753
CRIME,Random Search,Single,Black,17,0.0,65.30709314346313
CRIME,Random Search,Single,Black,18,0.0,65.1217851638794
CRIME,Random Search,Single,Black,19,0.0,65.47765398025513
CRIME,Random Search,Single,Black,20,0.0,65.32113933563232
CRIME,Random Search,Single,Black,21,0.0,65.3914442062378
CRIME,Random Search,Single,Black,22,0.0,65.44704699516296
CRIME,Random Search,Single,Black,23,0.0,65.32158493995667
CRIME,Random Search,Single,Black,24,0.0,65.2164511680603
CRIME,Random Search,Single,Black,25,0.0,65.82894706726074
CRIME,Random Search,Single,Black,26,0.0,65.79212689399719
CRIME,Random Search,Single,Black,27,0.0,65.44087076187134
CRIME,Random Search,Single,Black,28,0.0,66.30987906455994
CRIME,Random Search,Single,Black,29,0.0,66.111652135849
CRIME,Random Search,Single,Black,30,0.0,65.49478578567505
CRIME,GA+Local Search,Single,Black,1,0.0,64.77759408950806
CRIME,GA+Local Search,Single,Black,2,0.0,64.78070974349976
CRIME,GA+Local Search,Single,Black,3,0.0,64.66371297836304
CRIME,GA+Local Search,Single,Black,4,0.0,65.15831685066223
CRIME,GA+Local Search,Single,Black,5,0.0,65.03627920150757
CRIME,GA+Local Search,Single,Black,6,0.0,65.10360908508301
CRIME,GA+Local Search,Single,Black,7,0.0,64.5308039188385
CRIME,GA+Local Search,Single,Black,8,0.0,66.21234822273254
CRIME,GA+Local Search,Single,Black,9,0.0,66.06636118888855
CRIME,GA+Local Search,Single,Black,10,0.0,67.65860795974731
CRIME,GA+Local Search,Single,Black,11,0.0,64.78923392295837
CRIME,GA+Local Search,Single,Black,12,0.0,64.91026616096497
CRIME,GA+Local Search,Single,Black,13,0.0,65.54660201072693
CRIME,GA+Local Search,Single,Black,14,0.0,64.44369077682495
CRIME,GA+Local Search,Single,Black,15,0.0,65.25256395339966
CRIME,GA+Local Search,Single,Black,16,0.0,65.34640312194824
CRIME,GA+Local Search,Single,Black,17,0.0,65.05920600891113
CRIME,GA+Local Search,Single,Black,18,0.0,64.90677094459534
CRIME,GA+Local Search,Single,Black,19,0.0,65.10578513145447
CRIME,GA+Local Search,Single,Black,20,0.0,64.54158306121826
CRIME,GA+Local Search,Single,Black,21,0.0,64.11103296279907
CRIME,GA+Local Search,Single,Black,22,0.0,64.03093004226685
CRIME,GA+Local Search,Single,Black,23,0.0,63.31552267074585
CRIME,GA+Local Search,Single,Black,24,0.0,63.57357692718506
CRIME,GA+Local Search,Single,Black,25,0.0,64.01692581176758
CRIME,GA+Local Search,Single,Black,26,0.0,63.234781980514526
CRIME,GA+Local Search,Single,Black,27,0.0,63.81828308105469
CRIME,GA+Local Search,Single,Black,28,0.0,63.65350389480591
CRIME,GA+Local Search,Single,Black,29,0.0,63.89134621620178
CRIME,GA+Local Search,Single,Black,30,0.0,64.01738429069519
CRIME,Random Search,Single,FemalePctDiv,1,0.0,63.955307960510254
CRIME,Random Search,Single,FemalePctDiv,2,0.0,64.71402907371521
CRIME,Random Search,Single,FemalePctDiv,3,0.0,64.45078134536743
CRIME,Random Search,Single,FemalePctDiv,4,0.0,64.64112424850464
CRIME,Random Search,Single,FemalePctDiv,5,0.0,68.26806998252869
CRIME,Random Search,Single,FemalePctDiv,6,0.0,64.8681252002716
CRIME,Random Search,Single,FemalePctDiv,7,0.0,64.73287081718445
CRIME,Random Search,Single,FemalePctDiv,8,0.0,64.70640778541565
CRIME,Random Search,Single,FemalePctDiv,9,0.0,64.52161312103271
CRIME,Random Search,Single,FemalePctDiv,10,0.0,64.98757815361023
CRIME,Random Search,Single,FemalePctDiv,11,0.0,64.96548390388489
CRIME,Random Search,Single,FemalePctDiv,12,0.0,65.26037383079529
CRIME,Random Search,Single,FemalePctDiv,13,0.0,64.94029307365417
CRIME,Random Search,Single,FemalePctDiv,14,0.0,64.96435260772705
CRIME,Random Search,Single,FemalePctDiv,15,0.0,64.58081579208374
CRIME,Random Search,Single,FemalePctDiv,16,0.0,65.14407396316528
CRIME,Random Search,Single,FemalePctDiv,17,0.0,65.06307697296143
CRIME,Random Search,Single,FemalePctDiv,18,0.0,64.52826976776123
CRIME,Random Search,Single,FemalePctDiv,19,0.0,64.3295910358429
CRIME,Random Search,Single,FemalePctDiv,20,0.0,64.79940009117126
CRIME,Random Search,Single,FemalePctDiv,21,0.0,64.6221182346344
CRIME,Random Search,Single,FemalePctDiv,22,0.0,64.8938479423523
CRIME,Random Search,Single,FemalePctDiv,23,0.0,64.75508403778076
CRIME,Random Search,Single,FemalePctDiv,24,0.0,65.2081561088562
CRIME,Random Search,Single,FemalePctDiv,25,0.0,64.7129693031311
CRIME,Random Search,Single,FemalePctDiv,26,0.0,64.71214485168457
CRIME,Random Search,Single,FemalePctDiv,27,0.0,64.85278010368347
CRIME,Random Search,Single,FemalePctDiv,28,0.0,65.7915370464325
CRIME,Random Search,Single,FemalePctDiv,29,0.0,65.0942120552063
CRIME,Random Search,Single,FemalePctDiv,30,0.0,64.80736517906189
CRIME,GA+Local Search,Single,FemalePctDiv,1,0.0,63.95005178451538
CRIME,GA+Local Search,Single,FemalePctDiv,2,0.0,64.13084101676941
CRIME,GA+Local Search,Single,FemalePctDiv,3,0.0,64.08077597618103
CRIME,GA+Local Search,Single,FemalePctDiv,4,0.0,63.52149200439453
CRIME,GA+Local Search,Single,FemalePctDiv,5,0.0,63.47383975982666
CRIME,GA+Local Search,Single,FemalePctDiv,6,0.0,63.376768827438354
CRIME,GA+Local Search,Single,FemalePctDiv,7,0.0,63.48372483253479
CRIME,GA+Local Search,Single,FemalePctDiv,8,0.0,64.06093192100525
CRIME,GA+Local Search,Single,FemalePctDiv,9,0.0,63.717008113861084
CRIME,GA+Local Search,Single,FemalePctDiv,10,0.0,63.98271894454956
CRIME,GA+Local Search,Single,FemalePctDiv,11,0.0,63.64291477203369
CRIME,GA+Local Search,Single,FemalePctDiv,12,0.0,63.775285959243774
CRIME,GA+Local Search,Single,FemalePctDiv,13,0.0,64.10165095329285
CRIME,GA+Local Search,Single,FemalePctDiv,14,0.0,64.67539381980896
CRIME,GA+Local Search,Single,FemalePctDiv,15,0.0,63.8479220867157
CRIME,GA+Local Search,Single,FemalePctDiv,16,0.0,63.78647804260254
CRIME,GA+Local Search,Single,FemalePctDiv,17,0.0,64.44096398353577
CRIME,GA+Local Search,Single,FemalePctDiv,18,0.0,63.890162229537964
CRIME,GA+Local Search,Single,FemalePctDiv,19,0.0,63.95507788658142
CRIME,GA+Local Search,Single,FemalePctDiv,20,0.0,64.0830590724945
CRIME,GA+Local Search,Single,FemalePctDiv,21,0.0,63.86569690704346
CRIME,GA+Local Search,Single,FemalePctDiv,22,0.0,64.07653713226318
CRIME,GA+Local Search,Single,FemalePctDiv,23,0.0,64.1411612033844
CRIME,GA+Local Search,Single,FemalePctDiv,24,0.0,64.28088617324829
CRIME,GA+Local Search,Single,FemalePctDiv,25,0.0,63.895280838012695
CRIME,GA+Local Search,Single,FemalePctDiv,26,0.0,63.719767808914185
CRIME,GA+Local Search,Single,FemalePctDiv,27,0.0,63.886210203170776
CRIME,GA+Local Search,Single,FemalePctDiv,28,0.0,64.04464888572693
CRIME,GA+Local Search,Single,FemalePctDiv,29,0.0,62.865195989608765
CRIME,GA+Local Search,Single,FemalePctDiv,30,0.0,54.20210409164429
GERMAN,Random Search,Combined,"PersonStatusSex, AgeInYears",1,0.544,61.94719481468201
GERMAN,Random Search,Combined,"PersonStatusSex, AgeInYears",2,0.586,62.85782814025879
GERMAN,Random Search,Combined,"PersonStatusSex, AgeInYears",3,0.558,62.006632804870605
GERMAN,Random Search,Combined,"PersonStatusSex, AgeInYears",4,0.562,62.27478575706482
GERMAN,Random Search,Combined,"PersonStatusSex, AgeInYears",5,0.549,61.93427300453186
GERMAN,Random Search,Combined,"PersonStatusSex, AgeInYears",6,0.56,62.299076080322266
GERMAN,Random Search,Combined,"PersonStatusSex, AgeInYears",7,0.55,62.03358578681946
GERMAN,Random Search,Combined,"PersonStatusSex, AgeInYears",8,0.586,62.037054777145386
GERMAN,Random Search,Combined,"PersonStatusSex, AgeInYears",9,0.543,62.67269015312195
GERMAN,Random Search,Combined,"PersonStatusSex, AgeInYears",10,0.537,62.84062218666077
GERMAN,Random Search,Combined,"PersonStatusSex, AgeInYears",11,0.555,63.42510986328125
GERMAN,Random Search,Combined,"PersonStatusSex, AgeInYears",12,0.556,63.102582931518555
GERMAN,Random Search,Combined,"PersonStatusSex, AgeInYears",13,0.53,63.44297385215759
GERMAN,Random Search,Combined,"PersonStatusSex, AgeInYears",14,0.557,63.87507104873657
GERMAN,Random Search,Combined,"PersonStatusSex, AgeInYears",15,0.562,63.461626052856445
GERMAN,Random Search,Combined,"PersonStatusSex, AgeInYears",16,0.563,63.53392696380615
GERMAN,Random Search,Combined,"PersonStatusSex, AgeInYears",17,0.558,63.55272722244263
GERMAN,Random Search,Combined,"PersonStatusSex, AgeInYears",18,0.559,63.639663219451904
GERMAN,Random Search,Combined,"PersonStatusSex, AgeInYears",19,0.568,67.20965790748596
GERMAN,Random Search,Combined,"PersonStatusSex, AgeInYears",20,0.534,63.639764070510864
GERMAN,Random Search,Combined,"PersonStatusSex, AgeInYears",21,0.535,64.13949775695801
GERMAN,Random Search,Combined,"PersonStatusSex, AgeInYears",22,0.545,64.0900559425354
GERMAN,Random Search,Combined,"PersonStatusSex, AgeInYears",23,0.544,64.0736722946167
GERMAN,Random Search,Combined,"PersonStatusSex, AgeInYears",24,0.554,64.0746738910675
GERMAN,Random Search,Combined,"PersonStatusSex, AgeInYears",25,0.566,63.63009285926819
GERMAN,Random Search,Combined,"PersonStatusSex, AgeInYears",26,0.536,65.41628789901733
GERMAN,Random Search,Combined,"PersonStatusSex, AgeInYears",27,0.564,65.26214671134949
GERMAN,Random Search,Combined,"PersonStatusSex, AgeInYears",28,0.558,65.35305380821228
GERMAN,Random Search,Combined,"PersonStatusSex, AgeInYears",29,0.552,65.48934507369995
GERMAN,Random Search,Combined,"PersonStatusSex, AgeInYears",30,0.554,64.89508819580078
GERMAN,GA+Local Search,Combined,"PersonStatusSex, AgeInYears",1,0.677,64.1066529750824
GERMAN,GA+Local Search,Combined,"PersonStatusSex, AgeInYears",2,0.651,63.62897205352783
GERMAN,GA+Local Search,Combined,"PersonStatusSex, AgeInYears",3,0.656,63.597622871398926
GERMAN,GA+Local Search,Combined,"PersonStatusSex, AgeInYears",4,0.65,64.35749506950378
GERMAN,GA+Local Search,Combined,"PersonStatusSex, AgeInYears",5,0.612,63.68892788887024
GERMAN,GA+Local Search,Combined,"PersonStatusSex, AgeInYears",6,0.635,63.9805269241333
GERMAN,GA+Local Search,Combined,"PersonStatusSex, AgeInYears",7,0.646,63.56575679779053
GERMAN,GA+Local Search,Combined,"PersonStatusSex, AgeInYears",8,0.604,64.55664324760437
GERMAN,GA+Local Search,Combined,"PersonStatusSex, AgeInYears",9,0.638,64.22450423240662
GERMAN,GA+Local Search,Combined,"PersonStatusSex, AgeInYears",10,0.631,63.96445083618164
GERMAN,GA+Local Search,Combined,"PersonStatusSex, AgeInYears",11,0.615,64.13258695602417
GERMAN,GA+Local Search,Combined,"PersonStatusSex, AgeInYears",12,0.665,65.0185022354126
GERMAN,GA+Local Search,Combined,"PersonStatusSex, AgeInYears",13,0.639,63.21298098564148
GERMAN,GA+Local Search,Combined,"PersonStatusSex, AgeInYears",14,0.602,62.75853681564331
GERMAN,GA+Local Search,Combined,"PersonStatusSex, AgeInYears",15,0.645,62.97073316574097
GERMAN,GA+Local Search,Combined,"PersonStatusSex, AgeInYears",16,0.632,63.77539420127869
GERMAN,GA+Local Search,Combined,"PersonStatusSex, AgeInYears",17,0.642,63.132197856903076
GERMAN,GA+Local Search,Combined,"PersonStatusSex, AgeInYears",18,0.595,64.32736611366272
GERMAN,GA+Local Search,Combined,"PersonStatusSex, AgeInYears",19,0.628,64.21956706047058
GERMAN,GA+Local Search,Combined,"PersonStatusSex, AgeInYears",20,0.658,64.58540892601013
GERMAN,GA+Local Search,Combined,"PersonStatusSex, AgeInYears",21,0.58,64.03179502487183
GERMAN,GA+Local Search,Combined,"PersonStatusSex, AgeInYears",22,0.572,64.01943612098694
GERMAN,GA+Local Search,Combined,"PersonStatusSex, AgeInYears",23,0.622,64.73005414009094
GERMAN,GA+Local Search,Combined,"PersonStatusSex, AgeInYears",24,0.586,64.33851480484009
GERMAN,GA+Local Search,Combined,"PersonStatusSex, AgeInYears",25,0.62,64.63966012001038
GERMAN,GA+Local Search,Combined,"PersonStatusSex, AgeInYears",26,0.619,64.35153198242188
GERMAN,GA+Local Search,Combined,"PersonStatusSex, AgeInYears",27,0.629,63.151230812072754
GERMAN,GA+Local Search,Combined,"PersonStatusSex, AgeInYears",28,0.618,63.23617887496948
GERMAN,GA+Local Search,Combined,"PersonStatusSex, AgeInYears",29,0.598,63.225172996520996
GERMAN,GA+Local Search,Combined,"PersonStatusSex, AgeInYears",30,0.636,63.67537498474121
GERMAN,Random Search,Single,PersonStatusSex,1,0.025,67.65711617469788
GERMAN,Random Search,Single,PersonStatusSex,2,0.02,66.16203594207764
GERMAN,Random Search,Single,PersonStatusSex,3,0.037,65.1696240901947
GERMAN,Random Search,Single,PersonStatusSex,4,0.029,66.07497310638428
GERMAN,Random Search,Single,PersonStatusSex,5,0.018,66.85221910476685
GERMAN,Random Search,Single,PersonStatusSex,6,0.024,66.27258324623108
GERMAN,Random Search,Single,PersonStatusSex,7,0.017,66.35328102111816
GERMAN,Random Search,Single,PersonStatusSex,8,0.028,65.97619009017944
GERMAN,Random Search,Single,PersonStatusSex,9,0.034,65.93482494354248
GERMAN,Random Search,Single,PersonStatusSex,10,0.025,66.42432999610901
GERMAN,Random Search,Single,PersonStatusSex,11,0.024,66.41716480255127
GERMAN,Random Search,Single,PersonStatusSex,12,0.025,66.3553900718689
GERMAN,Random Search,Single,PersonStatusSex,13,0.024,65.94362020492554
GERMAN,Random Search,Single,PersonStatusSex,14,0.031,66.36201286315918
GERMAN,Random Search,Single,PersonStatusSex,15,0.02,65.64144897460938
GERMAN,Random Search,Single,PersonStatusSex,16,0.025,65.6937370300293
GERMAN,Random Search,Single,PersonStatusSex,17,0.038,66.13512301445007
GERMAN,Random Search,Single,PersonStatusSex,18,0.031,65.63462495803833
GERMAN,Random Search,Single,PersonStatusSex,19,0.028,65.8390781879425
GERMAN,Random Search,Single,PersonStatusSex,20,0.03,66.08743286132812
GERMAN,Random Search,Single,PersonStatusSex,21,0.022,66.11231517791748
GERMAN,Random Search,Single,PersonStatusSex,22,0.025,66.02044701576233
GERMAN,Random Search,Single,PersonStatusSex,23,0.027,66.10747122764587
GERMAN,Random Search,Single,PersonStatusSex,24,0.034,65.64618992805481
GERMAN,Random Search,Single,PersonStatusSex,25,0.031,65.95491695404053
GERMAN,Random Search,Single,PersonStatusSex,26,0.024,65.86900615692139
GERMAN,Random Search,Single,PersonStatusSex,27,0.029,65.60713005065918
GERMAN,Random Search,Single,PersonStatusSex,28,0.034,65.98252582550049
GERMAN,Random Search,Single,PersonStatusSex,29,0.032,65.62917017936707
GERMAN,Random Search,Single,PersonStatusSex,30,0.025,66.21121191978455
GERMAN,GA+Local Search,Single,PersonStatusSex,1,0.137,64.74074625968933
GERMAN,GA+Local Search,Single,PersonStatusSex,2,0.127,64.31596302986145
GERMAN,GA+Local Search,Single,PersonStatusSex,3,0.11,64.4991180896759
GERMAN,GA+Local Search,Single,PersonStatusSex,4,0.131,64.8419189453125
GERMAN,GA+Local Search,Single,PersonStatusSex,5,0.117,65.17852020263672
GERMAN,GA+Local Search,Single,PersonStatusSex,6,0.094,64.08730983734131
GERMAN,GA+Local Search,Single,PersonStatusSex,7,0.111,64.87045669555664
GERMAN,GA+Local Search,Single,PersonStatusSex,8,0.129,65.50938129425049
GERMAN,GA+Local Search,Single,PersonStatusSex,9,0.139,66.21148681640625
GERMAN,GA+Local Search,Single,PersonStatusSex,10,0.13,67.39169788360596
GERMAN,GA+Local Search,Single,PersonStatusSex,11,0.143,64.55465078353882
GERMAN,GA+Local Search,Single,PersonStatusSex,12,0.132,64.54647779464722
GERMAN,GA+Local Search,Single,PersonStatusSex,13,0.123,65.43025827407837
GERMAN,GA+Local Search,Single,PersonStatusSex,14,0.131,64.73650884628296
GERMAN,GA+Local Search,Single,PersonStatusSex,15,0.093,64.51858186721802
GERMAN,GA+Local Search,Single,PersonStatusSex,16,0.126,65.02293992042542
GERMAN,GA+Local Search,Single,PersonStatusSex,17,0.136,64.90818095207214
GERMAN,GA+Local Search,Single,PersonStatusSex,18,0.151,65.41893100738525
GERMAN,GA+Local Search,Single,PersonStatusSex,19,0.121,64.98051977157593
GERMAN,GA+Local Search,Single,PersonStatusSex,20,0.117,64.26652693748474
GERMAN,GA+Local Search,Single,PersonStatusSex,21,0.142,63.790990114212036
GERMAN,GA+Local Search,Single,PersonStatusSex,22,0.112,64.01453280448914
GERMAN,GA+Local Search,Single,PersonStatusSex,23,0.089,63.8307569026947
GERMAN,GA+Local Search,Single,PersonStatusSex,24,0.145,64.05139303207397
GERMAN,GA+Local Search,Single,PersonStatusSex,25,0.101,63.62288570404053
GERMAN,GA+Local Search,Single,PersonStatusSex,26,0.105,63.70496082305908
GERMAN,GA+Local Search,Single,PersonStatusSex,27,0.118,63.80354309082031
GERMAN,GA+Local Search,Single,PersonStatusSex,28,0.129,63.174176931381226
GERMAN,GA+Local Search,Single,PersonStatusSex,29,0.127,63.71785807609558
GERMAN,GA+Local Search,Single,PersonStatusSex,30,0.101,63.72243285179138
GERMAN,Random Search,Single,AgeInYears,1,0.56,64.64935994148254
GERMAN,Random Search,Single,AgeInYears,2,0.549,64.81660413742065
GERMAN,Random Search,Single,AgeInYears,3,0.533,65.3227128982544
GERMAN,Random Search,Single,AgeInYears,4,0.57,66.03798413276672
GERMAN,Random Search,Single,AgeInYears,5,0.571,69.31821489334106
GERMAN,Random Search,Single,AgeInYears,6,0.534,66.02617383003235
GERMAN,Random Search,Single,AgeInYears,7,0.54,66.04069209098816
GERMAN,Random Search,Single,AgeInYears,8,0.519,65.25689005851746
GERMAN,Random Search,Single,AgeInYears,9,0.54,65.86207914352417
GERMAN,Random Search,Single,AgeInYears,10,0.559,65.7065658569336
GERMAN,Random Search,Single,AgeInYears,11,0.555,65.39516806602478
GERMAN,Random Search,Single,AgeInYears,12,0.557,66.19025993347168
GERMAN,Random Search,Single,AgeInYears,13,0.527,65.10581612586975
GERMAN,Random Search,Single,AgeInYears,14,0.517,64.9695942401886
GERMAN,Random Search,Single,AgeInYears,15,0.56,65.03137111663818
GERMAN,Random Search,Single,AgeInYears,16,0.529,65.12027621269226
GERMAN,Random Search,Single,AgeInYears,17,0.568,64.95717883110046
GERMAN,Random Search,Single,AgeInYears,18,0.567,64.78598690032959
GERMAN,Random Search,Single,AgeInYears,19,0.54,64.8104681968689
GERMAN,Random Search,Single,AgeInYears,20,0.549,64.87502002716064
GERMAN,Random Search,Single,AgeInYears,21,0.542,64.99036002159119
GERMAN,Random Search,Single,AgeInYears,22,0.547,65.01862502098083
GERMAN,Random Search,Single,AgeInYears,23,0.542,65.45422601699829
GERMAN,Random Search,Single,AgeInYears,24,0.516,64.58890914916992
GERMAN,Random Search,Single,AgeInYears,25,0.582,65.01570725440979
GERMAN,Random Search,Single,AgeInYears,26,0.562,64.74728894233704
GERMAN,Random Search,Single,AgeInYears,27,0.54,65.61852383613586
GERMAN,Random Search,Single,AgeInYears,28,0.556,64.55744290351868
GERMAN,Random Search,Single,AgeInYears,29,0.548,64.83964490890503
GERMAN,Random Search,Single,AgeInYears,30,0.56,65.11883902549744
GERMAN,GA+Local Search,Single,AgeInYears,1,0.624,63.210686922073364
GERMAN,GA+Local Search,Single,AgeInYears,2,0.608,63.77423691749573
GERMAN,GA+Local Search,Single,AgeInYears,3,0.641,63.81579113006592
GERMAN,GA+Local Search,Single,AgeInYears,4,0.642,63.57464599609375
GERMAN,GA+Local Search,Single,AgeInYears,5,0.668,63.48264694213867
GERMAN,GA+Local Search,Single,AgeInYears,6,0.62,63.05262017250061
GERMAN,GA+Local Search,Single,AgeInYears,7,0.633,63.34211206436157
GERMAN,GA+Local Search,Single,AgeInYears,8,0.624,63.00383281707764
GERMAN,GA+Local Search,Single,AgeInYears,9,0.608,63.398436069488525
GERMAN,GA+Local Search,Single,AgeInYears,10,0.606,63.23840594291687
GERMAN,GA+Local Search,Single,AgeInYears,11,0.642,63.627370834350586
GERMAN,GA+Local Search,Single,AgeInYears,12,0.625,63.19534397125244
GERMAN,GA+Local Search,Single,AgeInYears,13,0.623,63.23958110809326
GERMAN,GA+Local Search,Single,AgeInYears,14,0.68,63.72120189666748
GERMAN,GA+Local Search,Single,AgeInYears,15,0.613,63.20406198501587
GERMAN,GA+Local Search,Single,AgeInYears,16,0.619,63.829988956451416
GERMAN,GA+Local Search,Single,AgeInYears,17,0.655,63.234742879867554
GERMAN,GA+Local Search,Single,AgeInYears,18,0.657,63.36278295516968
GERMAN,GA+Local Search,Single,AgeInYears,19,0.614,63.47911810874939
GERMAN,GA+Local Search,Single,AgeInYears,20,0.628,63.87253522872925
GERMAN,GA+Local Search,Single,AgeInYears,21,0.617,63.45620918273926
GERMAN,GA+Local Search,Single,AgeInYears,22,0.609,63.8271689414978
GERMAN,GA+Local Search,Single,AgeInYears,23,0.63,63.298458099365234
